"date","gender","age","incentive","amount","amount_possible"
2015-01-27,Male,26,Food,2,4
2015-01-27,Male,33,Activity,3,5
2015-01-27,Male,22,Activity,2,5
2015-01-27,Male,20,Activity,2,5
2015-01-27,Male,20,Sleep,2,3
2015-01-27,Female,41,Activity,1,5
2015-01-27,Male,51,Activity,1,5
2015-01-27,Male,51,Sleep,1,3
2015-01-27,Male,55,Activity,2,5
2015-01-27,Male,53,Food,2,4
2015-01-27,Male,53,Activity,2,5
2015-01-27,Male,53,Sleep,1,3
2015-01-27,Male,37,Activity,4,5
2015-01-27,Male,53,Activity,1,5
2015-01-28,Female,50,Activity,2,5
2015-01-28,Female,41,Activity,2,5
2015-01-28,Female,34,Activity,2,5
2015-01-28,Female,34,Food,2,4
2015-01-28,Male,40,Sleep,2,3
2015-01-28,Female,34,Food,1,4
2015-01-28,Male,37,Sleep,2,3
2015-01-28,Male,37,Food,1,4
2015-01-28,Male,51,Activity,1,5
2015-01-28,Male,51,Sleep,1,3
2015-01-28,Male,51,Food,2,4
2015-01-28,Male,25,Activity,2,5
2015-01-28,Male,25,Sleep,1,3
2015-01-28,Male,25,Food,1,4
2015-01-28,Male,38,Food,2,4
2015-01-28,Male,46,Activity,2,5
2015-01-28,Male,46,Sleep,1,3
2015-01-28,Male,18,Sleep,2,3
2015-01-28,Male,18,Food,1,4
2015-01-28,Female,47,Activity,2,5
2015-01-28,Female,47,Food,2,4
2015-01-28,Female,24,Food,1,4
2015-01-28,Male,42,Activity,1,5
2015-01-28,Male,42,Sleep,1,3
2015-01-28,Male,28,Activity,1,5
2015-01-28,Male,25,Activity,3,5
2015-01-28,Male,25,Sleep,2,3
2015-01-28,Male,19,Sleep,1,3
2015-01-28,Male,19,Food,1,4
2015-01-28,Female,20,Activity,3,5
2015-01-28,Male,30,Food,1,4
2015-01-28,Male,51,Sleep,1,3
2015-01-28,Male,24,Activity,3,5
2015-01-28,Male,57,Activity,1,5
2015-01-28,Male,36,Activity,3,5
2015-01-28,Female,20,Food,2,4
2015-01-28,Male,30,Sleep,2,3
2015-01-28,Male,23,Activity,2,5
2015-01-28,Female,40,Sleep,1,3
2015-01-28,Male,28,Activity,2,5
2015-01-28,Male,28,Sleep,1,3
2015-01-28,Female,32,Activity,2,5
2015-01-28,Female,22,Food,1,4
2015-01-28,Male,43,Sleep,1,3
2015-01-28,Male,49,Sleep,1,3
2015-01-28,Male,49,Food,2,4
2015-01-28,Female,50,Sleep,1,3
2015-01-28,Female,50,Food,2,4
2015-01-28,Male,49,Activity,2,5
2015-01-28,Male,49,Sleep,1,3
2015-01-28,Male,51,Food,2,4
2015-01-28,Male,21,Food,2,4
2015-01-28,Female,48,Activity,1,5
2015-01-28,Male,52,Activity,2,5
2015-01-28,Male,22,Activity,1,5
2015-01-28,Male,32,Sleep,2,3
2015-01-28,Male,33,Food,2,4
2015-01-28,Female,35,Sleep,2,3
2015-01-28,Female,35,Food,2,4
2015-01-28,Male,27,Activity,3,5
2015-01-28,Male,27,Sleep,1,3
2015-01-28,Male,54,Sleep,1,3
2015-01-28,Male,54,Food,2,4
2015-01-28,Male,52,Activity,2,5
2015-01-28,Male,27,Activity,3,5
2015-01-28,Male,27,Sleep,1,3
2015-01-28,Male,27,Food,2,4
2015-01-28,Male,26,Food,1,4
2015-01-28,Male,28,Sleep,2,3
2015-01-28,Female,25,Food,2,4
2015-01-28,Male,37,Activity,3,5
2015-01-28,Male,37,Sleep,2,3
2015-01-28,Female,29,Sleep,2,3
2015-01-28,Male,45,Activity,2,5
2015-01-28,Male,26,Activity,3,5
2015-01-28,Male,26,Sleep,1,3
2015-01-28,Male,26,Food,2,4
2015-01-28,Male,45,Sleep,2,3
2015-01-28,Female,55,Activity,2,5
2015-01-28,Female,55,Sleep,2,3
2015-01-28,Male,20,Sleep,1,3
2015-01-28,Male,37,Activity,3,5
2015-01-28,Male,36,Food,1,4
2015-01-28,Male,48,Activity,3,5
2015-01-28,Male,53,Food,1,4
2015-01-28,Male,37,Sleep,1,3
2015-01-28,Male,37,Food,2,4
2015-01-29,Female,41,Activity,2,5
2015-01-29,Male,57,Sleep,1,3
2015-01-29,Female,34,Sleep,1,3
2015-01-29,Female,34,Food,2,4
2015-01-29,Male,40,Activity,3,5
2015-01-29,Male,40,Sleep,2,3
2015-01-29,Female,26,Sleep,2,3
2015-01-29,Female,26,Food,1,4
2015-01-29,Male,37,Activity,2,5
2015-01-29,Male,37,Sleep,1,3
2015-01-29,Male,37,Food,1,4
2015-01-29,Male,51,Sleep,1,3
2015-01-29,Male,25,Activity,2,5
2015-01-29,Male,46,Activity,2,5
2015-01-29,Male,46,Sleep,1,3
2015-01-29,Male,46,Food,2,4
2015-01-29,Male,18,Activity,2,5
2015-01-29,Male,18,Sleep,1,3
2015-01-29,Female,47,Activity,3,5
2015-01-29,Female,24,Sleep,1,3
2015-01-29,Male,44,Activity,2,5
2015-01-29,Male,42,Activity,3,5
2015-01-29,Male,27,Sleep,2,3
2015-01-29,Male,25,Sleep,2,3
2015-01-29,Male,25,Food,2,4
2015-01-29,Male,57,Activity,2,5
2015-01-29,Male,57,Food,2,4
2015-01-29,Female,58,Activity,1,5
2015-01-29,Female,50,Food,2,4
2015-01-29,Male,19,Sleep,1,3
2015-01-29,Female,20,Sleep,1,3
2015-01-29,Male,30,Activity,3,5
2015-01-29,Male,30,Food,2,4
2015-01-29,Male,51,Food,2,4
2015-01-29,Male,24,Activity,3,5
2015-01-29,Male,24,Sleep,2,3
2015-01-29,Female,38,Food,3,4
2015-01-29,Male,57,Activity,3,5
2015-01-29,Male,57,Food,2,4
2015-01-29,Male,36,Activity,3,5
2015-01-29,Male,36,Sleep,2,3
2015-01-29,Female,40,Food,1,4
2015-01-29,Male,28,Activity,3,5
2015-01-29,Male,28,Sleep,1,3
2015-01-29,Female,32,Activity,2,5
2015-01-29,Female,32,Sleep,1,3
2015-01-29,Female,32,Food,2,4
2015-01-29,Female,22,Food,1,4
2015-01-29,Female,30,Activity,3,5
2015-01-29,Female,30,Food,1,4
2015-01-29,Female,39,Activity,2,5
2015-01-29,Female,39,Sleep,2,3
2015-01-29,Male,52,Food,1,4
2015-01-29,Male,49,Food,2,4
2015-01-29,Female,50,Activity,2,5
2015-01-29,Female,50,Sleep,1,3
2015-01-29,Male,54,Food,1,4
2015-01-29,Female,52,Food,2,4
2015-01-29,Male,51,Sleep,1,3
2015-01-29,Male,51,Food,2,4
2015-01-29,Male,21,Activity,1,5
2015-01-29,Male,21,Food,2,4
2015-01-29,Female,32,Food,1,4
2015-01-29,Male,52,Activity,4,5
2015-01-29,Male,22,Sleep,2,3
2015-01-29,Female,29,Activity,3,5
2015-01-29,Female,29,Sleep,2,3
2015-01-29,Male,32,Activity,2,5
2015-01-29,Male,32,Sleep,2,3
2015-01-29,Male,33,Sleep,1,3
2015-01-29,Female,32,Activity,3,5
2015-01-29,Female,32,Sleep,1,3
2015-01-29,Female,32,Food,3,4
2015-01-29,Female,35,Sleep,1,3
2015-01-29,Male,28,Sleep,2,3
2015-01-29,Male,28,Food,2,4
2015-01-29,Female,36,Sleep,2,3
2015-01-29,Male,22,Food,1,4
2015-01-29,Male,20,Food,1,4
2015-01-29,Male,52,Sleep,1,3
2015-01-29,Male,52,Food,1,4
2015-01-29,Male,27,Food,2,4
2015-01-29,Male,26,Food,2,4
2015-01-29,Male,28,Activity,3,5
2015-01-29,Male,28,Sleep,1,3
2015-01-29,Male,28,Food,1,4
2015-01-29,Female,22,Activity,2,5
2015-01-29,Female,22,Sleep,2,3
2015-01-29,Female,53,Activity,2,5
2015-01-29,Male,35,Activity,4,5
2015-01-29,Male,35,Sleep,2,3
2015-01-29,Male,35,Food,1,4
2015-01-29,Male,37,Food,2,4
2015-01-29,Female,29,Food,1,4
2015-01-29,Male,45,Sleep,1,3
2015-01-29,Male,45,Food,1,4
2015-01-29,Male,24,Sleep,2,3
2015-01-29,Male,24,Food,2,4
2015-01-29,Male,45,Food,2,4
2015-01-29,Female,55,Activity,3,5
2015-01-29,Female,55,Food,1,4
2015-01-29,Male,22,Sleep,1,3
2015-01-29,Male,20,Food,1,4
2015-01-29,Male,37,Activity,3,5
2015-01-29,Male,36,Sleep,1,3
2015-01-29,Female,41,Sleep,1,3
2015-01-29,Male,51,Food,1,4
2015-01-29,Male,48,Sleep,2,3
2015-01-29,Male,55,Sleep,1,3
2015-01-29,Male,53,Sleep,2,3
2015-01-30,Female,50,Sleep,1,3
2015-01-30,Female,41,Sleep,1,3
2015-01-30,Female,41,Food,2,4
2015-01-30,Male,57,Activity,3,5
2015-01-30,Female,34,Food,2,4
2015-01-30,Female,34,Sleep,2,3
2015-01-30,Female,26,Food,3,4
2015-01-30,Female,22,Activity,2,5
2015-01-30,Female,22,Sleep,1,3
2015-01-30,Male,25,Activity,3,5
2015-01-30,Male,25,Food,2,4
2015-01-30,Male,38,Sleep,1,3
2015-01-30,Male,46,Sleep,1,3
2015-01-30,Male,18,Sleep,1,3
2015-01-30,Male,18,Food,1,4
2015-01-30,Female,47,Food,2,4
2015-01-30,Female,24,Activity,3,5
2015-01-30,Male,44,Activity,4,5
2015-01-30,Male,44,Food,2,4
2015-01-30,Male,42,Activity,3,5
2015-01-30,Male,27,Food,2,4
2015-01-30,Male,28,Activity,3,5
2015-01-30,Male,28,Sleep,1,3
2015-01-30,Male,25,Activity,1,5
2015-01-30,Female,58,Activity,3,5
2015-01-30,Female,58,Sleep,2,3
2015-01-30,Female,58,Food,1,4
2015-01-30,Male,19,Sleep,2,3
2015-01-30,Female,20,Sleep,2,3
2015-01-30,Male,30,Sleep,1,3
2015-01-30,Male,30,Food,2,4
2015-01-30,Male,57,Food,1,4
2015-01-30,Male,24,Food,2,4
2015-01-30,Male,42,Activity,4,5
2015-01-30,Female,38,Activity,2,5
2015-01-30,Female,38,Food,3,4
2015-01-30,Male,36,Food,2,4
2015-01-30,Female,20,Sleep,1,3
2015-01-30,Male,23,Activity,4,5
2015-01-30,Female,40,Activity,4,5
2015-01-30,Female,40,Food,2,4
2015-01-30,Male,28,Sleep,1,3
2015-01-30,Female,32,Activity,2,5
2015-01-30,Female,22,Food,2,4
2015-01-30,Female,30,Activity,3,5
2015-01-30,Female,30,Sleep,1,3
2015-01-30,Female,30,Food,3,4
2015-01-30,Male,43,Activity,4,5
2015-01-30,Male,49,Sleep,1,3
2015-01-30,Male,54,Sleep,2,3
2015-01-30,Female,52,Sleep,1,3
2015-01-30,Male,51,Sleep,1,3
2015-01-30,Male,21,Activity,3,5
2015-01-30,Female,48,Activity,1,5
2015-01-30,Male,52,Food,2,4
2015-01-30,Male,22,Food,1,4
2015-01-30,Male,32,Sleep,1,3
2015-01-30,Female,32,Food,1,4
2015-01-30,Female,35,Food,2,4
2015-01-30,Male,27,Food,2,4
2015-01-30,Male,54,Activity,3,5
2015-01-30,Female,36,Food,2,4
2015-01-30,Male,22,Sleep,1,3
2015-01-30,Male,22,Food,2,4
2015-01-30,Male,27,Sleep,2,3
2015-01-30,Male,26,Activity,3,5
2015-01-30,Male,26,Food,2,4
2015-01-30,Male,28,Activity,3,5
2015-01-30,Male,28,Sleep,2,3
2015-01-30,Male,28,Food,3,4
2015-01-30,Female,44,Activity,2,5
2015-01-30,Male,35,Activity,3,5
2015-01-30,Female,25,Sleep,2,3
2015-01-30,Female,25,Food,2,4
2015-01-30,Male,37,Activity,3,5
2015-01-30,Male,37,Sleep,2,3
2015-01-30,Male,37,Food,2,4
2015-01-30,Male,45,Activity,3,5
2015-01-30,Male,45,Food,2,4
2015-01-30,Male,24,Activity,3,5
2015-01-30,Male,24,Food,2,4
2015-01-30,Male,54,Activity,4,5
2015-01-30,Male,26,Activity,3,5
2015-01-30,Male,26,Sleep,1,3
2015-01-30,Male,45,Activity,1,5
2015-01-30,Male,45,Sleep,1,3
2015-01-30,Male,33,Food,1,4
2015-01-30,Female,55,Food,1,4
2015-01-30,Male,22,Activity,3,5
2015-01-30,Male,22,Food,2,4
2015-01-30,Male,20,Activity,3,5
2015-01-30,Male,20,Food,1,4
2015-01-30,Male,37,Activity,3,5
2015-01-30,Male,37,Sleep,2,3
2015-01-30,Male,36,Activity,4,5
2015-01-30,Male,36,Food,2,4
2015-01-30,Female,41,Activity,3,5
2015-01-30,Female,41,Food,2,4
2015-01-30,Male,48,Activity,2,5
2015-01-30,Male,48,Sleep,1,3
2015-01-30,Male,53,Activity,3,5
2015-01-30,Male,37,Food,1,4
2015-01-30,Male,55,Food,1,4
2015-01-30,Male,53,Sleep,1,3
2015-01-31,Female,50,Activity,2,5
2015-01-31,Female,50,Food,1,4
2015-01-31,Female,41,Sleep,1,3
2015-01-31,Female,41,Food,2,4
2015-01-31,Male,57,Food,1,4
2015-01-31,Female,34,Sleep,2,3
2015-01-31,Male,40,Sleep,1,3
2015-01-31,Female,34,Food,1,4
2015-01-31,Female,22,Activity,3,5
2015-01-31,Female,22,Food,2,4
2015-01-31,Male,51,Activity,2,5
2015-01-31,Male,51,Sleep,1,3
2015-01-31,Male,51,Food,1,4
2015-01-31,Male,38,Sleep,2,3
2015-01-31,Male,46,Activity,3,5
2015-01-31,Male,18,Sleep,2,3
2015-01-31,Female,24,Activity,2,5
2015-01-31,Male,56,Activity,1,5
2015-01-31,Male,42,Sleep,2,3
2015-01-31,Male,42,Food,1,4
2015-01-31,Female,58,Activity,1,5
2015-01-31,Male,19,Activity,2,5
2015-01-31,Male,19,Sleep,1,3
2015-01-31,Female,20,Sleep,1,3
2015-01-31,Male,30,Sleep,2,3
2015-01-31,Male,30,Food,1,4
2015-01-31,Male,24,Activity,1,5
2015-01-31,Male,42,Food,2,4
2015-01-31,Female,38,Sleep,2,3
2015-01-31,Male,57,Sleep,1,3
2015-01-31,Female,20,Activity,4,5
2015-01-31,Male,30,Activity,1,5
2015-01-31,Male,23,Activity,2,5
2015-01-31,Male,23,Food,2,4
2015-01-31,Female,40,Food,2,4
2015-01-31,Male,28,Activity,3,5
2015-01-31,Male,28,Sleep,1,3
2015-01-31,Male,28,Food,2,4
2015-01-31,Female,32,Activity,2,5
2015-01-31,Female,30,Sleep,1,3
2015-01-31,Female,39,Sleep,1,3
2015-01-31,Male,52,Activity,2,5
2015-01-31,Male,43,Food,2,4
2015-01-31,Male,54,Activity,1,5
2015-01-31,Male,54,Food,1,4
2015-01-31,Male,49,Activity,2,5
2015-01-31,Male,49,Sleep,1,3
2015-01-31,Male,49,Food,2,4
2015-01-31,Male,51,Activity,1,5
2015-01-31,Male,21,Food,2,4
2015-01-31,Female,32,Activity,2,5
2015-01-31,Male,52,Sleep,2,3
2015-01-31,Male,22,Food,1,4
2015-01-31,Female,29,Activity,2,5
2015-01-31,Male,32,Activity,3,5
2015-01-31,Female,32,Sleep,2,3
2015-01-31,Female,35,Sleep,1,3
2015-01-31,Male,27,Sleep,1,3
2015-01-31,Male,27,Food,1,4
2015-01-31,Male,54,Activity,2,5
2015-01-31,Male,54,Sleep,1,3
2015-01-31,Female,36,Activity,1,5
2015-01-31,Male,22,Activity,2,5
2015-01-31,Male,22,Sleep,1,3
2015-01-31,Male,52,Food,2,4
2015-01-31,Male,27,Sleep,1,3
2015-01-31,Male,26,Sleep,2,3
2015-01-31,Male,28,Sleep,1,3
2015-01-31,Female,22,Activity,2,5
2015-01-31,Female,22,Sleep,1,3
2015-01-31,Female,22,Food,1,4
2015-01-31,Female,53,Food,1,4
2015-01-31,Female,44,Activity,2,5
2015-01-31,Female,44,Sleep,1,3
2015-01-31,Male,35,Sleep,1,3
2015-01-31,Female,29,Activity,3,5
2015-01-31,Male,45,Activity,3,5
2015-01-31,Male,45,Sleep,2,3
2015-01-31,Male,24,Food,3,4
2015-01-31,Male,54,Activity,1,5
2015-01-31,Male,54,Sleep,1,3
2015-01-31,Male,26,Sleep,2,3
2015-01-31,Male,45,Activity,1,5
2015-01-31,Male,33,Sleep,2,3
2015-01-31,Female,55,Sleep,1,3
2015-01-31,Male,22,Activity,2,5
2015-01-31,Male,22,Sleep,2,3
2015-01-31,Male,20,Activity,2,5
2015-01-31,Female,41,Activity,3,5
2015-01-31,Female,41,Food,1,4
2015-01-31,Male,53,Food,1,4
2015-01-31,Male,37,Food,1,4
2015-01-31,Male,53,Sleep,1,3
2015-02-01,Female,50,Sleep,1,3
2015-02-01,Female,34,Activity,3,5
2015-02-01,Female,34,Food,2,4
2015-02-01,Female,34,Activity,2,5
2015-02-01,Female,34,Food,1,4
2015-02-01,Female,26,Sleep,1,3
2015-02-01,Female,22,Food,1,4
2015-02-01,Male,51,Sleep,1,3
2015-02-01,Male,51,Food,1,4
2015-02-01,Male,25,Activity,2,5
2015-02-01,Male,25,Food,1,4
2015-02-01,Male,38,Activity,2,5
2015-02-01,Male,38,Sleep,2,3
2015-02-01,Male,18,Activity,1,5
2015-02-01,Male,44,Activity,2,5
2015-02-01,Male,44,Sleep,1,3
2015-02-01,Male,42,Sleep,1,3
2015-02-01,Male,27,Activity,3,5
2015-02-01,Male,27,Food,2,4
2015-02-01,Male,28,Sleep,2,3
2015-02-01,Male,28,Food,1,4
2015-02-01,Male,56,Food,2,4
2015-02-01,Male,25,Food,1,4
2015-02-01,Female,50,Activity,3,5
2015-02-01,Male,19,Sleep,1,3
2015-02-01,Male,19,Food,1,4
2015-02-01,Female,20,Food,2,4
2015-02-01,Male,51,Activity,2,5
2015-02-01,Male,51,Food,2,4
2015-02-01,Male,24,Sleep,1,3
2015-02-01,Female,38,Activity,3,5
2015-02-01,Male,57,Activity,2,5
2015-02-01,Male,36,Food,1,4
2015-02-01,Female,20,Sleep,2,3
2015-02-01,Female,20,Food,2,4
2015-02-01,Male,23,Sleep,2,3
2015-02-01,Female,40,Activity,3,5
2015-02-01,Female,40,Sleep,1,3
2015-02-01,Female,40,Food,2,4
2015-02-01,Male,28,Activity,1,5
2015-02-01,Male,28,Sleep,1,3
2015-02-01,Female,32,Food,2,4
2015-02-01,Female,22,Food,1,4
2015-02-01,Female,30,Food,1,4
2015-02-01,Male,52,Sleep,1,3
2015-02-01,Male,52,Food,1,4
2015-02-01,Female,50,Food,1,4
2015-02-01,Female,52,Sleep,2,3
2015-02-01,Male,21,Activity,2,5
2015-02-01,Male,21,Sleep,2,3
2015-02-01,Female,48,Activity,1,5
2015-02-01,Female,32,Activity,2,5
2015-02-01,Male,52,Food,2,4
2015-02-01,Male,22,Activity,2,5
2015-02-01,Male,22,Food,1,4
2015-02-01,Female,29,Food,3,4
2015-02-01,Male,32,Activity,2,5
2015-02-01,Male,32,Sleep,2,3
2015-02-01,Male,33,Sleep,1,3
2015-02-01,Male,33,Food,2,4
2015-02-01,Female,32,Sleep,1,3
2015-02-01,Female,35,Food,1,4
2015-02-01,Male,27,Activity,2,5
2015-02-01,Male,54,Sleep,2,3
2015-02-01,Female,36,Food,1,4
2015-02-01,Male,22,Food,1,4
2015-02-01,Male,52,Sleep,1,3
2015-02-01,Male,52,Food,2,4
2015-02-01,Female,22,Activity,3,5
2015-02-01,Female,53,Sleep,1,3
2015-02-01,Female,44,Sleep,1,3
2015-02-01,Male,35,Sleep,2,3
2015-02-01,Female,25,Activity,2,5
2015-02-01,Male,37,Sleep,1,3
2015-02-01,Female,29,Activity,3,5
2015-02-01,Female,29,Food,1,4
2015-02-01,Male,45,Sleep,2,3
2015-02-01,Male,45,Food,2,4
2015-02-01,Male,54,Activity,2,5
2015-02-01,Male,26,Food,2,4
2015-02-01,Male,45,Activity,2,5
2015-02-01,Male,33,Activity,1,5
2015-02-01,Male,33,Food,2,4
2015-02-01,Female,55,Activity,2,5
2015-02-01,Female,55,Sleep,1,3
2015-02-01,Female,55,Food,2,4
2015-02-01,Male,22,Activity,3,5
2015-02-01,Male,20,Food,2,4
2015-02-01,Male,37,Activity,2,5
2015-02-01,Male,36,Sleep,1,3
2015-02-01,Male,36,Food,2,4
2015-02-01,Female,41,Activity,1,5
2015-02-01,Female,41,Sleep,2,3
2015-02-01,Male,48,Food,3,4
2015-02-01,Male,55,Activity,2,5
2015-02-01,Male,53,Activity,1,5
2015-02-01,Male,53,Food,1,4
2015-02-01,Male,53,Food,1,4
2015-02-01,Male,37,Sleep,2,3
2015-02-01,Male,55,Food,1,4
2015-02-02,Female,50,Activity,2,5
2015-02-02,Female,50,Sleep,1,3
2015-02-02,Female,41,Activity,2,5
2015-02-02,Female,34,Activity,2,5
2015-02-02,Female,34,Sleep,2,3
2015-02-02,Female,34,Food,2,4
2015-02-02,Male,40,Sleep,1,3
2015-02-02,Male,40,Food,2,4
2015-02-02,Female,34,Food,1,4
2015-02-02,Female,26,Activity,2,5
2015-02-02,Female,26,Sleep,2,3
2015-02-02,Male,37,Sleep,1,3
2015-02-02,Male,37,Food,1,4
2015-02-02,Female,22,Sleep,1,3
2015-02-02,Male,38,Activity,2,5
2015-02-02,Male,18,Sleep,1,3
2015-02-02,Female,47,Sleep,1,3
2015-02-02,Male,44,Sleep,1,3
2015-02-02,Male,28,Activity,1,5
2015-02-02,Male,57,Activity,2,5
2015-02-02,Male,57,Food,1,4
2015-02-02,Female,50,Food,1,4
2015-02-02,Male,19,Activity,2,5
2015-02-02,Male,19,Food,2,4
2015-02-02,Female,20,Activity,1,5
2015-02-02,Male,30,Food,2,4
2015-02-02,Male,57,Sleep,1,3
2015-02-02,Male,51,Food,2,4
2015-02-02,Male,42,Activity,2,5
2015-02-02,Female,38,Activity,2,5
2015-02-02,Female,38,Food,2,4
2015-02-02,Male,57,Sleep,1,3
2015-02-02,Female,20,Food,2,4
2015-02-02,Male,30,Activity,3,5
2015-02-02,Male,30,Sleep,1,3
2015-02-02,Male,23,Activity,2,5
2015-02-02,Male,23,Sleep,2,3
2015-02-02,Male,28,Food,2,4
2015-02-02,Female,32,Sleep,1,3
2015-02-02,Female,32,Food,2,4
2015-02-02,Female,22,Sleep,1,3
2015-02-02,Female,22,Food,1,4
2015-02-02,Male,52,Sleep,2,3
2015-02-02,Male,43,Activity,3,5
2015-02-02,Male,43,Sleep,1,3
2015-02-02,Female,50,Activity,2,5
2015-02-02,Female,50,Food,1,4
2015-02-02,Male,54,Activity,2,5
2015-02-02,Male,54,Food,2,4
2015-02-02,Male,21,Food,1,4
2015-02-02,Male,52,Activity,2,5
2015-02-02,Male,52,Food,2,4
2015-02-02,Female,29,Activity,2,5
2015-02-02,Female,29,Food,2,4
2015-02-02,Male,32,Activity,2,5
2015-02-02,Male,32,Food,2,4
2015-02-02,Male,33,Activity,3,5
2015-02-02,Female,35,Food,2,4
2015-02-02,Female,36,Activity,1,5
2015-02-02,Male,22,Activity,2,5
2015-02-02,Male,22,Food,1,4
2015-02-02,Male,20,Food,1,4
2015-02-02,Male,52,Activity,2,5
2015-02-02,Male,27,Sleep,1,3
2015-02-02,Male,28,Food,1,4
2015-02-02,Female,22,Activity,1,5
2015-02-02,Female,22,Sleep,1,3
2015-02-02,Female,53,Activity,1,5
2015-02-02,Female,44,Sleep,1,3
2015-02-02,Male,35,Activity,2,5
2015-02-02,Female,25,Sleep,2,3
2015-02-02,Male,37,Sleep,1,3
2015-02-02,Male,37,Food,2,4
2015-02-02,Female,29,Activity,2,5
2015-02-02,Female,29,Food,2,4
2015-02-02,Male,54,Sleep,1,3
2015-02-02,Male,26,Activity,2,5
2015-02-02,Male,33,Sleep,1,3
2015-02-02,Female,55,Food,1,4
2015-02-02,Male,22,Activity,2,5
2015-02-02,Male,37,Food,1,4
2015-02-02,Male,36,Activity,3,5
2015-02-02,Male,51,Food,1,4
2015-02-02,Male,48,Sleep,1,3
2015-02-02,Male,48,Food,1,4
2015-02-02,Male,55,Food,1,4
2015-02-02,Male,53,Activity,2,5
2015-02-02,Male,53,Sleep,1,3
2015-02-03,Female,50,Activity,2,5
2015-02-03,Female,41,Sleep,2,3
2015-02-03,Male,57,Food,2,4
2015-02-03,Male,40,Activity,2,5
2015-02-03,Male,40,Sleep,2,3
2015-02-03,Male,40,Food,1,4
2015-02-03,Female,34,Activity,5,5
2015-02-03,Female,34,Food,2,4
2015-02-03,Female,26,Sleep,1,3
2015-02-03,Female,26,Food,1,4
2015-02-03,Male,37,Food,3,4
2015-02-03,Female,22,Activity,3,5
2015-02-03,Male,51,Activity,2,5
2015-02-03,Male,25,Activity,2,5
2015-02-03,Male,25,Sleep,2,3
2015-02-03,Male,38,Activity,3,5
2015-02-03,Male,38,Sleep,1,3
2015-02-03,Male,18,Activity,3,5
2015-02-03,Female,47,Activity,3,5
2015-02-03,Female,24,Activity,3,5
2015-02-03,Female,24,Sleep,1,3
2015-02-03,Male,44,Activity,3,5
2015-02-03,Male,42,Activity,3,5
2015-02-03,Male,27,Food,2,4
2015-02-03,Male,28,Sleep,1,3
2015-02-03,Male,25,Activity,3,5
2015-02-03,Male,57,Activity,2,5
2015-02-03,Male,57,Sleep,1,3
2015-02-03,Male,57,Food,1,4
2015-02-03,Female,50,Food,2,4
2015-02-03,Male,19,Sleep,1,3
2015-02-03,Female,20,Activity,1,5
2015-02-03,Female,20,Food,1,4
2015-02-03,Male,30,Food,1,4
2015-02-03,Male,57,Food,1,4
2015-02-03,Male,51,Sleep,1,3
2015-02-03,Female,38,Food,1,4
2015-02-03,Female,20,Activity,3,5
2015-02-03,Female,40,Activity,3,5
2015-02-03,Female,40,Food,2,4
2015-02-03,Female,32,Activity,2,5
2015-02-03,Female,32,Sleep,1,3
2015-02-03,Female,30,Sleep,1,3
2015-02-03,Female,39,Activity,2,5
2015-02-03,Female,39,Food,2,4
2015-02-03,Male,52,Food,1,4
2015-02-03,Male,49,Sleep,1,3
2015-02-03,Female,50,Sleep,1,3
2015-02-03,Male,54,Food,1,4
2015-02-03,Female,52,Activity,2,5
2015-02-03,Female,52,Sleep,1,3
2015-02-03,Male,51,Food,1,4
2015-02-03,Male,21,Sleep,1,3
2015-02-03,Male,21,Food,2,4
2015-02-03,Female,48,Activity,3,5
2015-02-03,Female,48,Sleep,1,3
2015-02-03,Female,32,Activity,3,5
2015-02-03,Female,32,Food,2,4
2015-02-03,Male,52,Sleep,1,3
2015-02-03,Male,52,Food,1,4
2015-02-03,Male,22,Activity,2,5
2015-02-03,Male,22,Food,1,4
2015-02-03,Female,29,Activity,2,5
2015-02-03,Female,29,Sleep,1,3
2015-02-03,Female,29,Food,2,4
2015-02-03,Male,32,Activity,1,5
2015-02-03,Male,33,Sleep,1,3
2015-02-03,Female,32,Activity,2,5
2015-02-03,Female,32,Sleep,1,3
2015-02-03,Male,27,Sleep,1,3
2015-02-03,Male,54,Activity,3,5
2015-02-03,Male,54,Sleep,1,3
2015-02-03,Male,28,Food,2,4
2015-02-03,Male,22,Activity,2,5
2015-02-03,Male,22,Food,1,4
2015-02-03,Male,52,Activity,2,5
2015-02-03,Male,27,Sleep,1,3
2015-02-03,Male,27,Food,2,4
2015-02-03,Male,26,Sleep,2,3
2015-02-03,Female,22,Activity,2,5
2015-02-03,Female,22,Sleep,1,3
2015-02-03,Female,22,Food,2,4
2015-02-03,Female,53,Food,1,4
2015-02-03,Female,44,Activity,1,5
2015-02-03,Male,35,Activity,3,5
2015-02-03,Male,45,Sleep,1,3
2015-02-03,Male,24,Sleep,1,3
2015-02-03,Male,26,Sleep,1,3
2015-02-03,Male,26,Food,1,4
2015-02-03,Female,55,Food,2,4
2015-02-03,Male,22,Sleep,1,3
2015-02-03,Male,20,Activity,3,5
2015-02-03,Male,20,Sleep,1,3
2015-02-03,Female,41,Activity,3,5
2015-02-03,Male,51,Food,1,4
2015-02-03,Male,55,Activity,3,5
2015-02-03,Male,55,Food,2,4
2015-02-03,Male,37,Food,1,4
2015-02-03,Male,55,Food,2,4
2015-02-03,Male,53,Activity,3,5
2015-02-03,Male,53,Sleep,1,3
2015-02-03,Male,53,Food,1,4
2015-02-04,Female,50,Activity,2,5
